-1.0	-7.338	0.0	0.0	24.658	-13.762	0.0	6.587	142.689	-6.72	-7.338	0.532	75.434	31.778	-6.909	0.0	9.553	110.238	-1.0	-5.213	0.0	0.0	22.915	-1.0	0.0	2.866	65.193	-6.92	-5.9	0.0	92.008	0.0	-7.081	0.0	3.469	64.418	-7.38	-5.275	0.0	91.727	0.0	-1.0	28.8	1.441	79.046	-7.98	-5.713	0.0	89.008	0.0	0.0	0.0	2.648	68.003	-6.96	-5.588	2.659	92.564	0.0	-1.0	0.2	3.847	46.207	-7.36	-4.65	0.0	90.058	24.949	-1.0	0.4	2.816	35.939	-7.2	-5.338	0.0	86.396	19.5	0.0	0.2	2.874	340.497	-7.6	-6.838	0.0	91.817	11.581	-21.562	0.0	1.584	80.789
-1.0	-8.088	0.532	0.0	24.585	-13.715	0.0	5.69	81.564	-6.71	-7.588	0.0	75.272	31.778	-6.897	0.0	6.26	144.723	-1.0	-5.338	0.0	0.0	23.133	-1.0	0.0	3.226	68.487	-6.92	-5.4	0.0	92.084	0.0	-7.122	0.0	2.573	56.378	-7.5	-5.088	0.0	92.637	0.0	-1.0	28.8	1.358	88.248	-8.0	-5.713	0.0	89.591	0.0	0.0	0.0	2.975	48.532	-6.92	-5.588	4.785	92.293	0.0	-1.0	0.2	3.05	43.495	-7.35	-4.338	0.0	90.314	24.731	-1.0	0.4	1.676	58.219	-7.23	-5.4	0.0	86.552	19.427	0.0	0.2	2.69	16.759	-7.82	-6.963	0.0	93.584	11.581	-21.955	0.0	2.02	107.235
-1.0	-8.338	6.912	0.0	24.15	-13.607	0.0	4.718	113.628	-7.56	-7.9	0.0	82.39	32.214	-6.858	0.0	5.958	98.42	-1.0	-5.338	0.0	0.0	22.915	-1.0	0.0	2.724	74.493	-7.0	-5.588	0.0	92.289	0.0	-7.099	0.0	3.377	51.147	-7.52	-5.463	0.0	93.004	0.0	-1.0	28.8	1.676	72.362	-8.05	-5.213	0.0	89.733	0.0	0.0	0.0	2.531	72.555	-6.94	-5.4	2.127	92.532	0.0	-1.0	0.2	3.754	25.38	-7.28	-4.338	0.0	90.294	25.457	-1.0	0.4	1.592	56.281	-7.19	-5.4	0.0	86.399	20.299	0.0	0.2	3.235	1.356	-7.68	-6.65	0.0	93.808	11.436	-22.119	0.0	1.978	85.052
-1.0	-7.9	0.532	0.0	24.513	-13.605	0.0	6.377	104.135	-6.72	-7.338	0.0	74.635	31.778	-6.916	0.0	8.908	127.287	-1.0	-5.15	0.0	0.0	22.842	-1.0	0.0	2.925	44.173	-7.1	-5.275	0.0	92.6	0.0	-7.169	0.0	3.117	65.968	-7.56	-4.588	0.0	93.364	0.0	-1.0	28.8	1.726	56.281	-7.98	-5.463	0.0	89.635	0.0	0.0	0.0	2.757	42.816	-7.02	-5.588	0.0	92.885	0.0	-1.0	0.2	3.293	42.816	-7.28	-4.4	0.0	89.943	24.731	-1.0	0.4	1.886	51.728	-7.25	-5.4	0.0	86.26	19.573	0.0	0.2	3.109	0.097	-7.6	-6.213	0.0	93.904	11.436	-22.482	0.0	1.76	87.086
-1.0	-8.338	0.532	0.0	24.222	-13.538	0.0	3.729	100.26	-7.93	-7.65	0.0	87.769	31.923	-6.877	0.0	6.545	105.588	-1.0	-5.088	0.0	0.0	22.624	-1.0	0.0	2.556	89.217	-7.04	-5.088	0.0	92.88	0.0	-7.14	0.0	3.411	43.785	-7.46	-4.525	0.0	93.43	0.0	-1.0	28.8	1.559	69.165	-8.09	-5.275	0.0	90.072	0.0	0.0	0.0	2.799	61.9	-6.93	-4.775	2.659	93.023	0.0	-1.0	0.2	3.57	35.358	-7.34	-3.962	0.0	90.433	24.731	-1.0	0.4	1.978	62.287	-7.24	-4.9	0.0	86.509	19.5	0.0	0.2	3.461	20.633	-7.74	-6.15	0.0	94.047	11.291	-1.0	0.0	1.651	88.927
-1.0	-8.275	0.0	0.0	24.367	-13.616	0.0	5.472	86.989	-7.94	-7.463	0.0	88.006	32.068	-6.869	0.0	7.073	105.588	-1.0	-4.9	0.0	0.0	22.697	-1.0	0.0	3.428	50.372	-7.0	-5.338	0.0	93.004	0.0	-7.104	0.0	2.975	62.481	-7.5	-4.65	0.0	93.584	0.0	-1.0	28.8	1.994	85.149	-8.01	-5.275	0.0	90.326	0.0	0.0	0.0	3.201	53.86	-7.04	-4.838	0.0	93.402	0.0	-1.0	0.2	3.067	46.11	-7.36	-4.025	0.0	90.698	25.385	-1.0	0.4	2.531	45.238	-7.26	-4.525	0.0	86.994	18.919	0.0	0.2	2.648	3.681	-7.84	-6.275	0.0	94.163	11.799	-22.134	0.0	1.852	122.25
-1.0	-8.525	0.532	0.0	24.295	-13.509	0.0	4.291	111.691	-7.34	-7.4	0.0	84.109	31.923	-6.911	0.0	6.335	124.284	-1.0	-4.963	0.0	0.0	23.205	-1.0	0.0	2.263	85.439	-7.04	-4.463	0.0	93.402	0.0	-7.351	0.0	1.894	63.062	-7.54	-4.9	0.0	93.591	0.0	-1.0	28.8	0.0	97.548	-8.11	-5.15	0.0	90.337	0.0	0.0	0.0	2.229	64.128	-7.07	-4.65	0.0	93.579	0.0	-1.0	0.2	2.129	50.275	-7.46	-4.025	0.0	91.036	24.731	-1.0	0.4	1.173	55.022	-7.22	-4.65	0.0	87.35	19.137	0.0	0.2	1.978	14.046	-7.98	-6.463	0.0	94.304	11.872	-22.085	0.0	1.751	133.39
-1.0	-7.275	5.317	0.0	24.222	-13.772	0.0	3.771	88.151	-7.14	-7.025	0.0	78.943	31.705	-6.948	0.0	7.727	82.339	-1.0	-4.713	0.0	0.0	22.842	-1.0	0.0	3.168	69.456	-7.13	-5.025	0.0	93.376	0.0	-7.189	0.0	2.757	71.974	-7.58	-4.838	0.0	94.002	0.0	-1.0	28.8	2.17	87.861	-8.06	-5.15	0.0	90.678	0.0	0.0	0.0	1.601	50.275	-7.14	-4.9	0.532	93.762	0.0	-1.0	0.2	2.64	35.454	-7.4	-4.275	0.0	91.187	25.021	-1.0	0.4	2.313	49.985	-7.37	-5.275	0.0	87.534	19.427	0.0	0.2	1.944	18.599	-7.81	-6.713	0.0	94.299	11.436	-22.02	0.0	1.349	101.326
-1.0	-7.838	0.0	0.0	24.367	-13.684	0.0	5.766	78.852	-6.94	-7.588	0.0	77.101	32.286	-6.904	0.0	7.517	131.743	-1.0	-4.65	0.0	0.0	22.624	-1.0	0.0	2.992	73.815	-6.97	-4.775	0.0	93.7	0.0	-7.158	0.0	2.036	56.863	-7.6	-4.15	0.0	93.5	0.0	-1.0	28.8	1.894	81.468	-8.11	-4.9	0.0	90.299	0.0	0.0	0.0	2.43	61.416	-7.17	-5.4	0.532	93.772	0.0	-1.0	0.2	1.969	38.36	-7.36	-3.9	0.0	91.198	24.876	-1.0	0.4	1.182	51.05	-7.34	-5.088	0.0	87.562	19.209	0.0	0.2	1.735	28.383	-7.61	-5.588	0.0	94.285	11.872	-22.649	0.0	1.643	95.417
-1.0	-7.588	4.254	0.0	23.932	-13.793	0.0	4.793	129.321	-6.83	-7.088	0.0	78.902	32.359	-6.95	0.0	8.12	127.771	-1.0	-5.025	0.0	0.0	23.278	-1.0	0.0	2.405	118.472	-7.18	-5.213	0.0	93.473	0.0	-7.383	0.0	1.517	61.9	-7.58	-4.775	0.0	93.653	0.0	-1.0	28.8	0.0	100.745	-8.07	-4.963	0.0	90.348	0.0	0.0	0.0	1.601	67.615	-7.14	-4.713	0.532	93.725	0.0	-1.0	0.2	1.643	35.067	-7.38	-3.775	0.0	91.116	25.312	-1.0	0.4	0.0	56.475	-7.34	-5.025	0.0	87.501	19.355	0.0	0.2	1.341	4.94	-7.94	-6.65	0.0	94.334	11.654	-22.036	0.0	1.282	116.147
