6.94	4.1	0.0	75.707	24.658	-13.873	34.8	0.0	201.392	5.44	4.475	1.595	77.005	32.722	-1.837	28.8	0.0	146.951	6.25	5.412	0.0	76.709	24.077	-13.212	0.0	2.137	6.975	7.0	6.287	0.0	76.744	30.979	-1.672	35.0	0.0	235.878	6.62	6.787	0.0	77.184	11.073	-9.228	0.0	0.0	217.666	6.82	5.662	0.0	76.382	0.0	0.0	0.2	0.0	191.124	7.54	6.162	0.532	75.227	8.966	-26.436	0.0	1.852	184.149	6.26	5.787	0.0	76.637	26.329	-10.333	31.6	1.458	211.079	7.09	6.1	0.0	76.214	20.517	-9.667	0.0	0.0	141.139	6.27	5.1	0.0	78.947	8.603	-1.0	37.2	0.0	232.391
6.94	4.35	1.063	76.058	24.585	-13.792	34.8	1.643	293.515	5.6	4.912	0.0	76.645	32.795	-1.757	28.8	1.45	251.28	6.18	5.225	0.0	76.818	24.295	-13.235	0.0	0.0	233.359	7.0	6.225	0.0	76.47	31.051	-1.651	35.0	1.115	245.662	6.6	6.787	0.0	77.846	11.073	-9.244	0.0	0.0	210.304	6.86	5.6	0.0	75.916	0.0	0.0	0.2	0.0	250.021	7.32	6.162	0.0	76.588	9.111	-1.0	0.0	1.86	168.457	6.34	5.975	0.0	76.081	26.474	-10.449	31.6	1.006	132.421	7.06	5.787	0.0	76.707	21.534	-9.588	0.0	0.0	166.907	6.27	5.35	0.0	79.697	8.748	-1.0	37.2	0.0	205.655
7.03	4.35	1.063	75.096	25.167	-13.855	34.8	0.0	217.957	5.6	4.787	6.912	76.05	32.65	-1.981	28.8	0.939	183.375	6.28	5.412	0.0	76.541	23.641	-13.212	0.0	1.148	259.902	7.0	5.912	0.0	77.166	30.47	-1.194	35.0	0.0	250.99	6.68	6.787	0.0	75.602	11.073	-9.228	0.0	1.5	296.325	6.7	5.537	0.0	76.854	0.0	0.0	0.2	0.0	250.118	7.47	6.287	1.595	76.344	8.675	-1.0	0.0	1.844	204.492	6.32	6.1	0.0	76.401	26.329	-10.466	31.6	0.0	121.572	7.04	5.975	0.0	76.778	20.953	-9.664	0.0	0.0	173.106	6.38	5.6	0.0	78.117	8.821	-26.136	37.2	1.031	289.253
7.09	4.85	1.063	74.805	25.167	-13.635	34.8	1.307	190.833	5.72	5.225	2.127	74.874	32.722	-2.036	28.8	1.022	316.183	6.26	5.412	0.0	76.164	24.44	-13.212	0.0	2.003	291.578	7.0	6.287	0.0	76.02	30.543	-1.921	35.0	0.905	247.696	6.77	7.162	0.0	75.646	10.709	-9.266	0.0	0.0	225.319	6.76	5.6	0.0	77.437	0.0	0.0	0.2	0.0	245.952	7.46	6.1	0.532	76.192	8.53	-1.0	0.0	1.835	215.245	6.34	6.1	0.0	76.056	26.474	-10.513	31.6	0.0	228.128	6.99	5.787	0.0	76.991	20.662	-9.562	0.0	0.0	159.157	6.29	5.475	0.0	78.489	8.748	-26.091	37.2	0.0	41.267
7.01	5.1	0.0	76.047	24.44	-14.056	34.8	0.0	303.977	5.64	5.35	0.0	76.43	33.086	-2.216	28.8	1.55	271.429	6.26	5.225	0.0	76.363	24.367	-13.235	0.0	0.0	221.541	6.93	5.725	0.0	76.68	30.47	-1.344	35.0	0.0	238.493	6.78	6.787	0.0	76.199	10.927	-9.196	0.0	1.894	255.252	6.72	5.1	0.0	76.535	0.0	0.0	0.2	0.0	246.243	7.5	6.162	0.0	75.395	8.675	-1.0	0.0	1.324	203.62	6.32	6.1	0.0	75.902	26.329	-10.537	31.6	0.0	185.312	7.06	5.787	0.0	76.632	20.299	-9.64	0.0	0.0	161.385	6.34	5.725	0.0	78.475	9.184	-1.0	37.2	0.0	284.603
6.96	4.912	0.0	76.262	25.094	-13.957	34.8	0.0	221.929	5.56	5.412	0.0	77.154	32.795	-7.942	28.8	1.542	280.729	6.12	5.162	0.0	77.398	23.859	-13.571	0.0	0.972	270.945	6.93	6.287	0.0	77.102	31.051	-1.494	35.0	1.978	104.523	6.67	6.787	0.0	77.195	10.709	-9.212	0.0	1.45	213.404	6.56	5.162	0.0	77.788	0.0	0.0	0.2	0.0	245.952	7.36	6.1	1.595	76.171	8.312	-1.0	0.0	1.081	172.525	6.42	6.1	0.0	75.773	26.765	-10.489	31.6	0.0	200.036	7.14	5.787	0.0	75.974	20.444	-9.55	0.0	0.0	139.686	6.26	5.662	0.0	79.55	8.966	-26.159	37.2	1.877	227.741
6.95	5.037	0.0	76.634	24.367	-13.73	34.8	1.492	254.477	5.58	5.412	1.063	76.764	33.013	-2.205	28.8	0.0	257.577	6.13	5.35	0.0	78.112	23.568	-12.774	0.0	1.14	263.776	6.88	5.975	0.0	77.512	30.18	-1.321	35.0	0.0	147.726	6.8	6.412	0.0	76.652	11.0	-9.158	0.0	1.316	221.541	6.66	5.225	0.0	77.563	0.0	0.0	0.2	0.0	179.984	7.58	6.225	0.0	75.336	9.038	-1.0	0.0	2.02	213.404	6.46	6.037	0.0	75.078	26.692	-10.528	31.6	0.0	228.903	7.04	5.725	0.0	76.404	21.389	-9.632	0.0	0.0	168.263	6.33	5.912	0.0	79.566	8.893	-26.345	37.2	0.0	246.146
6.94	5.037	0.532	76.731	24.803	-13.981	34.8	0.0	250.99	5.62	5.6	0.0	76.6	32.722	-2.34	28.8	1.291	286.928	6.18	5.475	0.0	77.065	24.367	-13.688	0.0	1.986	275.788	6.92	6.287	0.0	76.951	30.833	-1.53	35.0	2.003	276.563	6.68	6.787	0.0	77.395	10.782	-9.196	0.0	1.852	205.267	6.82	5.6	0.0	76.232	0.0	0.0	0.2	0.0	226.191	7.48	6.162	0.532	75.442	8.312	-1.0	0.0	0.0	175.722	6.39	5.975	0.0	75.717	26.184	-10.593	31.6	0.0	259.127	7.14	5.787	0.0	75.723	20.517	-9.601	0.0	0.0	171.847	6.36	5.537	0.0	79.161	8.821	-26.018	37.2	1.911	256.027
6.8	4.975	2.659	78.037	24.876	-13.969	34.8	0.0	230.744	5.5	5.537	0.0	78.072	32.722	-2.283	28.8	1.374	270.557	6.18	5.6	0.0	77.951	24.004	-15.425	0.0	1.332	269.492	6.99	6.35	0.0	77.239	30.688	-1.622	35.0	0.0	213.792	6.71	6.662	0.0	77.129	10.782	-9.188	0.0	0.0	231.519	6.78	5.975	0.0	77.367	0.0	0.0	0.2	1.55	210.886	7.46	6.287	0.532	75.891	8.966	-1.0	0.0	1.986	184.246	6.4	6.1	0.0	76.019	26.402	-10.561	31.6	1.751	245.371	7.2	5.975	0.0	75.686	20.953	-9.637	0.0	0.0	194.321	6.17	5.662	0.0	80.012	9.474	-1.0	37.2	1.048	238.397
6.84	4.85	2.659	76.81	25.021	-13.946	34.8	2.087	108.204	5.38	5.537	3.722	78.168	32.795	-2.317	28.8	0.0	348.925	6.14	5.537	0.0	78.065	24.15	-13.123	0.0	0.0	247.89	6.98	6.537	0.0	76.889	31.051	-1.541	35.0	1.676	240.915	6.64	6.787	0.0	77.682	10.709	-9.366	0.0	2.02	216.698	6.78	5.912	0.0	77.392	0.0	0.0	0.2	1.399	216.407	7.44	6.287	0.0	76.062	8.53	-1.0	0.0	1.408	185.118	6.32	6.037	0.0	76.525	26.402	-10.577	31.6	1.425	241.69	7.08	6.1	0.0	76.337	21.244	-9.707	0.0	0.0	183.956	6.22	5.6	0.0	79.951	8.893	-26.232	37.2	0.0	238.009
