AmbientTemp	SurfaceTemp	SolarRadiation	RelHumidity	SoilMoisture	Watermark	RainMeter	WindSpeed	WindDirection	AmbientTemp_3	SurfaceTemp_3	SolarRadiation_3	RelHumidity_3	SoilMoisture_3	Watermark_3	RainMeter_3	WindSpeed_3	WindDirection_3	AmbientTemp_7	SurfaceTemp_7	SolarRadiation_7	RelHumidity_7	SoilMoisture_7	Watermark_7	RainMeter_7	WindSpeed_7	WindDirection_7	AmbientTemp_11	SurfaceTemp_11	SolarRadiation_11	RelHumidity_11	SoilMoisture_11	Watermark_11	RainMeter_11	WindSpeed_11	WindDirection_11	AmbientTemp_14	SurfaceTemp_14	SolarRadiation_14	RelHumidity_14	SoilMoisture_14	Watermark_14	RainMeter_14	WindSpeed_14	WindDirection_14	AmbientTemp_6	SurfaceTemp_6	SolarRadiation_6	RelHumidity_6	SoilMoisture_6	Watermark_6	RainMeter_6	WindSpeed_6	WindDirection_6	AmbientTemp_5	SurfaceTemp_5	SolarRadiation_5	RelHumidity_5	SoilMoisture_5	Watermark_5	RainMeter_5	WindSpeed_5	WindDirection_5	AmbientTemp_10	SurfaceTemp_10	SolarRadiation_10	RelHumidity_10	SoilMoisture_10	Watermark_10	RainMeter_10	WindSpeed_10	WindDirection_10	AmbientTemp_9	SurfaceTemp_9	SolarRadiation_9	RelHumidity_9	SoilMoisture_9	Watermark_9	RainMeter_9	WindSpeed_9	WindDirection_9	AmbientTemp_12	SurfaceTemp_12	SolarRadiation_12	RelHumidity_12	SoilMoisture_12	Watermark_12	RainMeter_12	WindSpeed_12	WindDirection_12
6.78	-0.963	0.0	72.285	25.675	-10.559	34.8	0.0	103.651	6.03	1.725	0.0	70.318	33.376	-7.679	28.8	0.0	87.473	6.02	3.913	0.0	73.544	24.004	-10.062	0.0	0.0	108.107	5.13	2.538	0.0	78.575	31.124	0.0	35.0	0.0	60.059	6.68	7.225	0.0	72.317	11.073	-9.121	0.0	0.0	60.641	6.01	3.038	0.0	75.311	0.0	0.0	0.2	0.0	44.851	6.34	4.475	2.127	77.124	9.692	-25.548	0.0	0.0	31.87	6.28	5.912	0.0	72.315	26.402	-11.345	31.6	0.0	85.439	6.8	4.662	0.0	73.728	21.97	-18.776	0.0	0.0	193.449	5.58	2.725	0.0	77.845	10.128	-24.768	37.2	0.0	90.864
6.67	-0.463	0.0	72.856	24.731	-10.76	34.8	0.0	102.973	5.94	2.725	0.532	70.745	33.449	-7.792	28.8	0.0	86.214	6.11	3.725	0.0	73.511	24.513	-10.017	0.0	0.0	108.01	5.04	2.413	0.0	79.159	31.124	0.0	35.0	0.0	60.059	6.66	7.162	0.0	72.365	11.145	-9.12	0.0	0.0	60.156	5.99	3.1	0.0	75.332	0.0	0.0	0.2	0.0	44.657	6.28	4.162	1.595	77.531	10.201	-1.0	0.0	0.0	32.064	6.26	5.912	0.0	72.414	26.474	-11.245	31.6	0.0	85.245	6.84	4.6	0.0	73.327	21.97	-19.576	0.0	0.0	192.868	5.4	2.475	0.0	78.026	9.62	-25.059	37.2	0.0	90.961
6.52	-0.338	0.532	73.057	25.53	-10.64	34.8	0.0	102.391	5.94	3.038	0.0	70.484	33.376	-7.857	28.8	1.022	86.989	6.16	3.913	0.0	73.01	23.859	-10.041	0.0	0.0	108.01	5.02	2.663	0.0	80.636	30.543	-1.002	35.0	0.0	60.447	6.65	7.162	0.0	73.237	11.363	-9.135	0.0	0.0	60.544	5.89	2.413	0.0	75.512	0.0	0.0	0.2	0.0	44.27	6.15	4.412	0.532	77.92	9.547	-25.716	0.0	0.0	31.773	6.27	5.787	0.0	72.365	26.256	-11.466	31.6	0.0	84.955	6.86	4.662	0.0	73.228	21.97	-19.489	0.0	0.0	192.674	5.46	2.6	0.0	78.671	10.128	-24.821	37.2	0.0	90.67
6.52	-0.463	0.0	73.339	25.021	-10.76	34.8	0.0	102.198	5.88	3.1	0.0	70.603	32.577	-7.821	28.8	1.123	83.986	6.18	3.913	0.0	73.014	24.077	-10.217	0.0	0.0	108.3	5.24	2.413	0.0	80.401	30.543	0.0	35.0	0.0	59.865	6.6	7.1	0.0	73.457	11.073	-9.12	0.0	0.0	60.834	5.82	2.663	0.0	76.245	0.0	0.0	0.2	0.0	44.657	6.44	4.287	0.0	76.476	9.256	-25.483	0.0	0.0	31.967	6.26	5.912	0.0	72.466	26.62	-11.38	31.6	0.0	85.342	6.91	4.412	0.0	73.007	21.825	-19.527	0.0	0.0	193.255	5.28	2.225	0.0	78.971	10.056	-23.831	37.2	0.0	90.767
6.74	0.412	0.532	72.69	25.53	-10.739	34.8	0.0	102.585	5.88	3.038	0.0	70.655	33.449	-8.423	28.8	1.165	87.473	6.19	3.913	0.0	72.786	24.44	-10.127	0.0	0.0	108.204	5.47	2.788	0.0	78.771	30.543	-0.242	35.0	0.0	59.865	6.62	6.975	0.0	73.257	11.508	-9.069	0.0	0.0	60.737	5.89	2.975	0.0	76.111	0.0	0.0	0.2	0.0	44.657	6.45	4.037	1.063	76.279	9.91	-25.397	0.0	0.0	31.87	6.3	5.725	0.0	72.19	26.62	-10.997	31.6	0.0	85.149	6.92	4.662	0.0	72.932	22.333	-17.896	0.0	0.0	193.062	5.27	2.413	0.0	79.162	10.492	-24.76	37.2	0.0	90.767
6.64	-0.713	0.0	72.953	24.731	-10.625	34.8	0.0	102.488	5.9	2.35	1.063	70.841	33.449	-7.846	28.8	0.0	87.377	6.26	3.788	0.0	72.774	24.295	-10.067	0.0	0.0	108.204	5.6	2.538	0.0	79.066	30.833	0.0	35.0	0.0	60.156	6.64	7.225	0.0	73.235	11.073	-9.099	0.0	0.0	60.544	5.98	2.85	0.0	75.581	0.0	0.0	0.2	0.0	44.754	6.83	4.162	2.659	74.852	9.692	-1.0	0.0	0.0	87.764	6.25	5.787	0.0	72.232	26.547	-11.194	31.6	0.0	85.149	6.86	4.537	0.0	73.1	22.115	-19.354	0.0	0.0	193.255	5.22	2.413	0.0	79.535	10.274	-24.476	37.2	0.0	90.864
6.52	-0.338	0.532	73.211	25.021	-10.812	34.8	0.0	102.585	5.81	2.35	2.127	71.136	33.521	-7.739	28.8	0.0	86.602	6.24	3.538	0.0	72.642	24.585	-10.035	0.0	0.0	108.107	5.96	2.6	0.0	76.598	30.979	0.0	35.0	0.0	59.575	6.58	7.162	0.0	72.761	11.436	-9.091	0.0	0.0	60.544	5.98	2.725	0.0	75.581	0.0	0.0	0.2	0.0	44.173	6.92	4.35	0.532	74.516	9.765	-25.312	0.0	0.0	87.861	6.3	5.662	0.0	72.164	26.474	-11.175	31.6	0.0	84.761	6.94	4.6	0.0	72.447	21.825	-18.267	0.0	0.0	193.255	5.18	2.475	0.0	79.262	10.201	-24.686	37.2	0.0	91.154
6.61	-0.338	0.532	72.844	25.094	-10.674	34.8	0.0	102.585	5.9	1.725	0.0	70.737	34.393	-7.696	28.8	0.0	87.377	6.0	3.6	0.0	73.311	24.731	-10.13	0.0	0.0	108.3	6.14	2.538	0.0	76.586	31.124	0.0	35.0	0.0	59.962	6.62	7.162	0.0	72.537	11.0	-9.063	0.0	0.0	60.641	5.99	3.038	0.0	75.683	0.0	0.0	0.2	0.0	44.754	6.82	4.162	0.532	75.204	9.91	-25.053	0.0	0.0	99.388	6.36	5.6	0.0	71.866	26.402	-11.04	31.6	0.0	85.245	6.91	4.412	0.0	72.673	21.607	-19.016	0.0	0.0	193.255	5.26	2.538	0.0	79.736	10.346	-24.707	37.2	0.0	90.961
6.35	-1.212	1.063	73.586	26.111	-10.628	34.8	0.0	102.488	5.76	0.6	0.0	71.256	33.667	-7.565	28.8	0.0	88.248	6.08	3.538	0.0	72.918	24.658	-9.993	0.0	0.0	107.913	6.23	2.663	0.0	76.456	30.543	0.0	35.0	0.0	59.769	6.66	6.787	0.0	73.085	11.218	-9.165	0.0	0.0	60.447	6.16	3.038	0.0	74.991	0.0	0.0	0.2	0.0	44.56	6.62	4.35	1.063	75.765	9.91	-25.505	0.0	0.0	105.394	6.38	5.6	0.0	71.896	26.402	-10.919	31.6	0.0	85.052	6.84	4.475	0.0	73.276	21.68	-18.73	0.0	0.0	193.255	5.79	2.85	0.0	77.891	9.91	-24.325	37.2	0.0	90.864
6.34	-1.087	0.532	73.737	24.731	-10.784	34.8	0.0	102.585	5.73	0.787	0.0	71.328	33.449	-7.533	28.8	0.0	87.377	5.96	3.788	0.0	73.277	24.876	-10.067	0.0	0.0	107.622	6.36	2.975	0.0	75.535	30.543	-0.174	35.0	0.0	60.059	6.67	6.85	0.0	72.625	10.927	-8.997	0.0	0.0	59.962	6.39	3.288	0.0	73.95	0.0	0.0	0.2	0.0	44.948	6.64	4.225	1.063	75.869	10.274	-25.366	0.0	0.0	106.46	6.4	5.6	0.0	71.537	26.692	-10.948	31.6	0.0	84.858	6.89	4.287	0.0	73.055	22.115	-18.584	0.0	0.0	193.255	5.74	2.6	0.0	78.051	10.346	-24.915	37.2	0.0	90.476
6.42	-0.713	0.532	73.804	25.312	-10.762	34.8	0.0	102.585	5.73	0.85	0.0	71.198	33.449	-7.588	28.8	0.0	87.183	6.0	3.788	0.0	73.285	24.222	-9.964	0.0	0.0	108.3	6.56	3.225	0.0	75.2	30.833	-0.254	35.0	0.0	59.962	6.62	6.725	0.0	72.409	11.073	-9.003	0.0	0.0	60.35	6.52	2.913	0.0	73.569	0.0	0.0	0.2	0.0	44.657	6.38	4.35	0.0	77.182	9.256	-25.6	0.0	0.0	108.785	6.44	5.537	0.0	71.493	26.692	-10.97	31.6	0.0	85.052	6.95	4.475	0.0	72.603	22.115	-18.432	0.0	0.0	193.836	5.68	2.413	0.0	78.355	9.547	-24.476	37.2	0.0	90.67
6.44	-0.9	0.532	73.476	25.53	-10.703	34.8	0.0	102.779	5.78	0.787	1.063	71.234	33.957	-7.524	28.8	0.0	87.183	6.21	3.788	0.0	72.661	24.295	-9.924	0.0	0.0	107.913	6.59	3.163	0.0	74.067	31.124	-0.495	35.0	0.0	59.962	6.57	6.662	0.0	73.221	11.0	-8.989	0.0	0.0	60.737	6.52	2.975	0.0	73.237	0.0	0.0	0.2	0.0	44.851	6.49	4.037	0.532	76.362	9.474	-25.205	0.0	0.0	108.3	6.42	5.475	0.0	71.541	26.692	-10.96	31.6	0.0	86.311	6.71	4.537	0.0	74.016	21.752	-18.546	0.0	0.0	154.701	5.78	2.413	0.0	77.177	9.62	-1.0	37.2	0.0	90.67
6.4	-0.9	0.0	73.749	25.021	-10.703	34.8	0.0	102.585	5.71	0.163	2.127	71.298	33.449	-7.541	28.8	0.0	87.764	6.19	3.35	0.0	72.529	24.731	-9.738	0.0	0.0	107.913	6.58	3.1	0.0	74.472	30.979	-0.214	35.0	0.0	59.962	6.58	6.662	0.0	72.992	11.291	-9.003	0.0	0.0	60.641	6.29	2.975	0.0	74.665	0.0	0.0	0.2	0.0	44.851	6.49	4.1	0.0	75.938	10.128	-25.227	0.0	0.0	108.882	6.4	5.412	0.0	71.77	26.765	-10.777	31.6	0.0	85.052	6.67	4.475	0.0	74.566	21.68	-18.531	0.0	0.0	147.92	5.8	2.413	0.0	77.058	10.056	-24.666	37.2	0.0	90.864
6.34	-1.212	1.063	74.016	25.457	-10.662	34.8	0.0	102.585	5.8	0.163	0.0	71.367	33.812	-7.516	28.8	0.0	87.473	6.07	3.475	0.0	72.967	24.077	-9.944	0.0	0.0	108.882	6.4	3.038	0.0	75.267	30.906	-0.259	35.0	0.0	59.865	6.5	6.6	0.0	73.693	11.218	-8.96	0.0	0.0	60.641	6.38	3.163	0.0	74.05	0.0	0.0	0.2	0.0	44.657	6.14	4.225	1.595	77.746	9.692	-24.876	0.0	0.0	109.172	6.39	5.6	0.0	71.743	26.474	-12.108	31.6	0.0	84.858	6.67	4.662	0.0	74.591	21.68	-18.478	0.0	0.0	141.624	5.79	2.35	0.0	77.425	10.346	-24.551	37.2	0.0	90.864
6.28	-1.462	0.0	74.283	25.167	-10.63	34.8	0.0	102.682	5.88	0.412	2.127	70.915	33.521	-7.604	28.8	0.0	87.086	6.1	3.663	0.0	72.998	24.077	-9.889	0.0	0.0	107.816	6.39	2.975	0.0	75.817	30.833	-0.174	35.0	0.0	60.156	6.46	6.412	0.0	73.557	11.508	-8.959	0.0	0.0	60.737	6.31	3.288	0.0	74.593	0.0	0.0	0.2	0.0	44.851	6.4	4.1	1.595	76.418	9.983	-25.419	0.0	0.0	108.979	6.3	5.475	0.0	71.751	26.474	-9.87	31.6	0.0	85.052	6.77	4.475	0.0	74.257	22.406	-18.83	0.0	0.0	141.333	5.84	2.538	0.0	77.091	9.547	-1.0	37.2	0.0	90.864
6.42	-1.337	0.0	73.727	25.675	-10.788	34.8	0.0	102.973	5.99	0.85	0.0	70.337	33.594	-7.645	28.8	0.0	87.183	6.15	3.788	0.0	73.213	24.004	-9.905	0.0	0.0	108.3	6.52	3.35	0.0	74.788	30.252	-0.197	35.0	0.0	59.962	6.54	6.912	0.0	73.241	11.0	-9.061	0.0	0.0	60.544	6.33	3.163	0.0	74.445	0.0	0.0	0.2	0.0	44.463	6.43	4.1	2.659	76.275	10.128	-25.13	0.0	0.0	108.979	6.36	5.35	0.0	71.763	26.765	-10.883	31.6	0.0	84.955	6.75	4.475	0.0	74.227	21.752	-21.999	0.0	0.0	141.721	5.76	2.225	0.0	77.443	9.62	-24.415	37.2	0.0	90.864
6.61	-0.9	0.532	72.947	25.021	-10.809	34.8	0.0	102.585	5.9	0.225	0.0	70.737	34.103	-7.634	28.8	0.0	87.086	6.17	3.913	0.0	72.859	24.077	-10.02	0.0	0.0	108.01	6.51	3.35	0.0	75.416	31.342	-0.262	35.0	0.0	60.156	6.56	6.787	0.0	73.322	10.927	-9.039	0.0	0.0	60.641	6.32	3.288	0.0	74.747	0.0	0.0	0.2	0.0	44.851	6.12	4.162	1.063	77.865	9.765	-24.855	0.0	0.0	108.882	6.28	5.412	0.0	72.083	26.329	-10.806	31.6	0.0	84.955	6.78	4.475	0.0	73.979	22.188	-18.83	0.0	0.0	141.624	5.85	2.225	0.0	77.34	10.564	-24.415	37.2	0.0	90.67
6.53	-1.337	0.0	73.059	25.53	-10.752	34.8	0.0	102.876	5.88	0.6	0.0	70.707	33.376	-7.622	28.8	0.0	87.086	6.19	3.725	0.0	72.709	23.859	-9.897	0.0	0.0	107.913	6.64	3.413	0.0	74.154	30.543	-0.184	35.0	0.0	59.962	6.58	6.287	0.0	72.529	11.581	-8.993	0.0	0.0	60.641	6.34	3.225	0.0	74.194	0.0	0.0	0.2	0.0	44.366	6.1	4.225	0.0	78.666	10.056	-25.269	0.0	0.0	108.785	6.14	5.412	0.0	72.725	26.256	-10.982	31.6	0.0	85.149	7.01	4.35	0.0	73.053	21.607	-18.599	0.0	0.0	141.527	5.82	2.163	0.0	77.603	10.056	-24.491	37.2	0.0	90.961
6.37	-1.087	4.254	73.743	25.603	-10.784	34.8	0.0	102.682	6.02	0.912	0.0	70.551	33.521	-7.635	28.8	0.0	87.377	6.31	3.35	0.0	72.269	24.44	-9.849	0.0	0.0	107.913	6.84	3.413	0.0	72.865	30.47	-0.348	35.0	0.0	59.962	6.58	6.412	0.0	73.607	11.508	-9.001	0.0	0.0	60.737	6.42	3.163	0.0	74.058	0.0	0.0	0.2	0.0	44.851	6.1	4.037	0.532	78.178	9.62	-24.813	0.0	0.0	108.494	6.42	5.35	0.0	71.8	26.62	-10.854	31.6	0.0	85.342	6.99	4.412	0.0	73.023	21.897	-18.915	0.0	0.0	141.624	5.71	2.413	0.0	77.751	9.91	-24.476	37.2	0.0	90.767
6.46	-1.337	2.127	73.353	24.949	-10.612	34.8	0.0	102.488	6.1	0.475	0.0	69.859	34.393	-7.602	28.8	0.0	88.055	6.24	3.538	0.0	72.075	24.44	-9.854	0.0	0.0	108.107	6.79	3.413	0.0	73.445	31.051	-0.282	35.0	0.0	60.544	6.54	6.475	0.0	72.959	11.436	-9.037	0.0	0.0	60.737	6.22	3.163	0.0	75.706	0.0	0.0	0.2	0.0	44.754	6.24	4.1	0.532	77.424	9.692	-24.329	0.0	0.0	108.397	6.53	5.412	0.0	71.588	26.329	-10.892	31.6	0.0	85.149	7.05	4.662	0.0	72.546	22.261	-18.978	0.0	0.0	141.527	5.68	2.413	0.0	77.426	9.62	-24.185	37.2	0.0	90.961
6.34	-1.15	0.0	73.762	25.53	-10.776	34.8	0.0	102.779	5.94	0.412	0.0	70.458	33.449	-7.604	28.8	0.0	87.473	6.36	3.475	0.0	71.892	23.786	-9.79	0.0	0.0	108.01	6.72	3.35	0.0	73.712	31.124	-0.426	35.0	0.0	59.769	6.46	6.787	0.0	73.353	10.782	-9.104	0.0	0.0	60.641	6.29	3.163	0.0	75.119	0.0	0.0	0.2	0.0	45.916	6.4	4.1	9.039	76.517	9.62	-25.032	0.0	0.0	108.979	6.53	5.225	0.0	71.459	26.402	-10.865	31.6	0.0	85.149	6.9	4.412	0.0	73.262	21.534	-19.219	0.0	0.0	141.527	5.61	2.35	0.0	77.583	9.983	-23.77	37.2	0.0	91.154
6.34	-1.462	0.0	73.507	25.385	-10.771	34.8	0.0	103.166	5.81	0.35	0.532	70.772	33.521	-7.791	28.8	0.0	87.377	6.31	3.35	0.0	71.804	24.513	-9.793	0.0	0.0	108.01	6.55	3.038	0.0	74.693	30.979	-0.226	35.0	0.0	59.962	6.5	6.662	0.0	74.303	11.436	-9.074	0.0	0.0	60.737	6.48	3.225	0.0	73.943	0.0	0.0	0.2	0.0	46.013	6.44	3.913	1.063	76.576	10.274	-24.87	0.0	0.0	108.882	6.55	5.412	0.0	71.202	26.474	-10.951	31.6	0.0	85.149	6.87	4.475	0.0	73.793	21.97	-19.647	0.0	0.0	141.43	5.73	2.413	0.0	77.51	9.692	-24.283	37.2	0.0	90.864
6.7	-0.65	2.127	72.424	25.603	-10.915	34.8	0.0	102.779	5.68	0.225	0.0	71.084	33.594	-7.571	28.8	0.0	87.861	6.3	3.35	0.0	71.699	24.367	-9.811	0.0	0.0	108.204	6.66	3.35	0.0	73.725	30.615	-0.295	35.0	0.0	60.059	6.43	6.537	0.0	74.035	10.927	-9.089	0.0	0.0	60.544	6.53	3.163	0.0	73.495	0.0	0.0	0.2	0.0	46.594	6.22	4.287	0.0	78.205	9.547	-24.996	0.0	0.0	110.141	6.6	5.412	0.0	71.082	26.402	-10.951	31.6	0.0	85.149	6.62	4.412	0.0	74.632	21.462	-19.016	0.0	0.0	141.333	5.89	2.413	0.0	76.954	10.128	-24.283	37.2	0.0	90.767
6.62	-0.4	0.0	72.383	25.239	-11.218	34.8	0.0	102.585	5.78	0.85	0.532	70.635	33.158	-7.661	28.8	0.0	87.28	6.11	3.788	0.0	72.384	24.077	-9.848	0.0	0.0	107.913	6.61	3.475	0.0	73.944	31.342	-0.138	35.0	0.0	59.575	6.52	6.912	0.0	74.002	11.581	-9.105	0.0	0.0	60.641	6.56	3.225	0.0	73.373	0.0	0.0	0.2	0.0	46.788	6.59	3.975	1.063	75.884	9.91	-24.792	0.0	0.0	108.882	6.59	5.412	0.0	70.975	26.329	-10.982	31.6	0.0	84.955	6.68	4.35	0.0	74.34	21.897	-19.305	0.0	0.0	141.624	5.9	2.663	0.0	76.013	9.474	-24.556	37.2	0.0	90.67
6.8	0.412	0.0	71.538	24.585	-11.021	34.8	0.0	102.779	5.95	1.413	0.0	69.857	33.376	-7.715	28.8	0.0	86.989	6.16	3.663	0.0	72.24	24.077	-9.832	0.0	0.0	107.816	6.46	3.35	0.0	74.649	30.615	-0.328	35.0	1.064	157.123	6.51	6.662	0.0	72.567	11.218	-9.119	0.0	0.0	91.154	6.42	3.163	0.0	74.109	0.0	0.0	0.2	0.0	56.475	6.62	4.225	1.063	75.865	9.62	-24.776	0.0	0.0	113.822	6.58	5.225	0.0	71.416	26.547	-10.985	31.6	0.0	85.149	6.91	4.287	0.0	73.75	21.752	-19.187	0.0	0.0	141.914	6.04	2.788	0.0	75.117	9.692	-23.297	37.2	0.0	90.573
6.86	-0.025	0.0	70.871	25.675	-10.999	34.8	0.0	102.488	5.9	1.288	0.532	70.188	33.303	-7.596	28.8	0.0	87.377	6.28	3.538	0.0	71.643	23.859	-9.744	0.0	0.0	107.913	6.68	3.538	0.0	73.474	30.761	-0.356	35.0	1.131	168.65	6.58	6.35	0.0	71.806	11.145	-9.066	0.0	0.0	91.929	6.36	3.225	0.0	74.3	0.0	0.0	0.2	0.0	56.863	6.7	4.287	0.0	75.33	9.474	-24.696	0.0	0.0	117.6	6.51	5.412	0.0	71.844	26.402	-11.043	31.6	0.0	123.8	6.92	4.162	0.0	73.548	21.825	-19.36	0.0	0.0	141.527	6.03	2.663	0.0	74.636	9.62	-24.363	37.2	0.0	109.85
6.83	-0.338	0.532	71.1	25.53	-11.032	34.8	0.0	102.779	5.84	0.787	0.0	69.967	33.376	-7.655	28.8	0.0	87.28	6.18	3.85	0.0	72.192	24.15	-9.819	0.0	0.0	112.563	6.76	3.35	0.0	72.977	30.979	-0.36	35.0	1.006	168.844	6.54	6.412	0.0	72.29	11.073	-9.089	0.0	0.0	94.642	6.18	3.35	0.0	74.97	0.0	0.0	0.2	0.0	68.39	6.83	4.1	0.532	74.65	10.201	-24.634	0.0	0.0	118.472	6.5	5.412	0.0	71.505	26.474	-11.237	31.6	0.0	123.606	6.54	4.162	0.0	75.095	21.825	-19.566	0.0	0.0	141.721	6.03	2.538	0.0	74.46	10.201	-1.0	37.2	0.0	122.637
6.88	-0.212	0.0	70.561	24.731	-11.049	34.8	0.0	102.488	5.81	0.412	0.0	70.171	34.03	-7.612	28.8	0.0	87.473	6.03	3.725	0.0	72.446	24.44	-9.767	0.0	0.0	115.275	6.68	3.288	0.0	73.346	30.833	-0.929	35.0	0.955	169.232	6.58	6.35	0.0	71.728	11.436	-9.119	0.0	0.0	94.932	6.2	2.975	0.0	74.343	0.0	0.0	0.2	0.0	68.293	6.92	4.1	1.595	74.516	10.056	-24.533	0.0	0.0	124.768	6.54	5.35	0.0	70.626	26.692	-11.066	31.6	0.0	133.099	6.66	4.225	0.0	74.817	21.825	-19.376	0.0	0.0	141.527	6.04	2.475	0.0	74.285	10.346	-24.686	37.2	0.0	123.025
6.83	-1.025	0.0	70.97	25.094	-11.015	34.8	0.0	102.682	5.7	0.163	0.0	70.15	33.521	-7.629	28.8	0.0	87.183	6.14	3.6	0.0	71.564	24.658	-9.787	0.0	0.0	117.019	6.64	3.163	0.0	73.491	30.833	-0.136	35.0	0.0	171.169	6.55	6.287	0.0	71.878	11.363	-9.119	0.0	0.0	95.611	6.2	2.913	0.0	75.326	0.0	0.0	0.2	0.0	68.003	6.84	4.037	1.063	74.677	9.547	-24.813	0.0	0.0	125.059	6.4	5.225	0.0	70.834	26.692	-11.143	31.6	0.0	133.099	6.89	3.913	0.0	72.926	21.68	-19.398	0.0	0.0	141.333	6.0	2.288	0.0	74.58	9.91	-23.651	37.2	0.0	123.025
6.78	-0.9	0.0	71.012	25.021	-11.071	34.8	0.0	102.488	5.61	0.163	1.063	70.759	33.521	-7.636	28.8	0.0	87.57	6.16	3.788	0.0	71.671	23.932	-9.757	0.0	0.0	124.575	6.61	3.225	0.0	73.229	31.269	-0.385	35.0	0.0	171.169	6.5	5.912	0.0	72.899	11.145	-9.106	0.0	0.0	96.773	6.16	3.163	0.0	74.789	0.0	0.0	0.2	0.0	68.39	6.88	4.1	0.532	74.584	9.474	-25.032	0.0	0.0	125.35	6.3	5.162	0.0	71.906	26.692	-11.167	31.6	0.0	133.002	7.02	4.037	0.0	72.436	22.115	-19.534	0.0	0.0	141.914	5.95	2.35	0.0	75.123	10.201	-1.0	37.2	0.0	122.928
6.83	-0.338	1.063	70.813	25.312	-11.227	34.8	0.0	102.682	5.5	-0.025	0.0	71.023	33.449	-7.619	28.8	0.0	87.377	6.12	3.725	0.0	72.051	24.513	-9.715	0.0	0.0	124.284	6.39	2.913	0.0	74.204	31.124	-0.153	35.0	0.0	170.588	6.46	6.412	0.0	73.148	11.581	-9.142	0.0	0.0	137.846	6.16	2.85	0.0	74.714	0.0	0.0	0.2	0.0	68.293	7.21	4.1	1.063	72.965	9.983	-1.0	0.0	0.0	125.156	6.43	5.037	0.0	71.387	26.256	-11.249	31.6	0.0	133.293	6.96	3.538	0.0	72.269	21.607	-19.818	0.0	0.0	141.721	5.94	2.35	0.0	75.046	10.056	-24.263	37.2	0.0	123.218
6.8	-0.212	0.0	71.433	25.603	-11.284	34.8	0.0	102.779	5.4	0.225	0.532	71.341	34.03	-7.658	28.8	0.0	87.183	6.19	3.725	0.0	71.548	24.295	-9.767	0.0	0.0	124.284	6.42	2.788	0.0	74.489	31.051	-0.242	35.0	0.0	170.007	6.47	6.35	0.0	72.224	11.073	-9.127	0.0	0.0	137.846	6.05	2.725	0.0	75.545	0.0	0.0	0.2	0.0	68.293	6.76	3.913	0.0	76.469	9.62	-24.672	0.0	0.0	125.156	6.43	5.1	0.0	71.465	26.474	-11.293	31.6	0.0	132.615	6.85	3.663	0.0	72.661	22.188	-19.54	0.0	0.0	141.624	5.99	2.225	0.0	74.704	9.91	-24.126	37.2	0.0	122.734
6.97	-0.525	1.063	70.762	24.731	-11.044	34.8	0.0	102.779	5.38	0.037	0.0	71.75	33.594	-7.601	28.8	0.0	87.28	6.01	3.725	0.0	72.236	23.932	-10.865	0.0	0.0	124.381	6.59	3.225	0.0	73.379	31.124	-0.287	35.0	0.0	170.588	6.39	6.475	0.0	72.595	11.363	-9.142	0.0	0.0	138.136	6.21	2.85	0.0	74.421	0.0	0.0	0.2	0.0	68.293	6.7	3.725	1.063	75.757	9.474	-24.309	0.0	0.0	125.059	6.26	5.1	0.0	71.95	26.547	-11.435	31.6	0.0	133.196	6.69	3.538	0.0	73.476	22.043	-20.026	0.0	0.0	141.333	6.02	2.288	0.0	74.987	9.692	-24.34	37.2	0.0	123.025
6.96	-0.212	7.976	70.655	24.876	-11.76	34.8	0.0	102.973	5.3	-0.15	0.0	71.966	34.03	-7.592	28.8	0.0	87.086	6.46	3.788	0.0	70.453	24.367	-9.829	0.0	0.0	123.509	6.56	2.85	0.0	73.322	30.688	-0.262	35.0	0.0	170.394	6.4	6.1	0.0	72.262	11.944	-9.185	0.0	0.0	138.427	6.24	2.85	0.0	74.174	0.0	0.0	0.2	0.0	68.293	6.26	3.788	0.532	76.909	9.402	-24.43	0.0	0.0	125.446	6.27	5.1	0.0	71.926	26.692	-11.435	31.6	0.0	133.196	6.75	3.85	0.0	73.334	21.462	-19.588	0.0	0.0	142.302	5.92	2.413	0.0	74.689	9.983	-24.283	37.2	0.0	123.122
7.05	-0.275	0.532	70.462	25.53	-11.485	34.8	0.0	102.682	5.45	-0.025	0.532	71.583	33.449	-7.611	28.8	0.0	87.377	6.17	3.538	0.0	71.777	24.15	-9.744	0.0	0.0	119.634	6.62	2.475	0.0	72.846	31.197	-0.268	35.0	0.0	170.685	6.28	6.037	0.0	73.953	11.073	-9.082	0.0	0.0	138.136	6.29	2.538	0.0	73.879	0.0	0.0	0.2	0.0	68.293	6.34	3.475	0.0	76.629	10.128	-24.228	0.0	0.0	124.575	6.02	5.037	0.0	73.238	26.329	-11.573	31.6	0.0	131.937	6.7	3.663	0.0	73.299	22.043	-19.955	0.0	0.0	141.139	5.82	2.288	0.0	75.547	9.62	-24.719	37.2	0.0	123.122
