220,349,99,426,-514,-24,-301,-2,-289,-540,680,-504,9,-164,-444,305,402,308,371,-244,-545,-210,601,440,174,-256,-376,-140,470,258,590,189,129,230,146,-639,86,6,350,-335,-586,380,317,-388,-73,-389,-637,49,-279,647,26,-622,-17,568,-796,572,-777,-473,-673,47,-167,-124,-459,-705,417,64,-470,352,263,-62,-954
29,-101,460,-292,-104,246,-569,324,-481,149,-339,510,282,-438,515,307,26,443,545,-646,307,-470,627,536,-371,-141,-436,-436,270,39,-386,-654,-328,508,-87,-291,435,365,566,-428,11,-616,189,578,504,59,-322,-283,746,350,-36,-99,251,637,239,-119,128,-72,-511,555,-2,150,-241,146,131,405,536,154,405,-278,-1175
-5,161,-231,-494,453,-302,454,313,98,-156,549,-340,115,-90,144,38,-612,132,111,255,338,-176,244,188,47,-208,308,308,251,-484,463,-118,-365,42,-279,443,-101,67,165,33,-437,143,-200,340,-367,835,124,-344,-266,369,110,-348,-573,-30,-112,512,-354,-684,275,-569,102,43,-123,142,-470,202,-827,-270,716,802,-58
-567,187,497,51,-14,510,29,579,-54,171,620,-361,387,411,182,349,-451,-254,61,-235,531,-42,-50,356,-590,125,-476,287,323,355,-12,-147,297,-467,361,-363,-566,-81,-453,-211,-275,641,202,272,-135,283,-640,689,-496,744,177,295,283,227,223,-647,-515,-780,-197,-232,248,-335,45,-619,-651,-480,-589,237,426,294,520
252,-395,-193,-613,-94,169,161,523,617,-707,568,-149,-86,140,-391,-349,-411,187,132,198,-401,-567,-20,369,287,-72,-359,-164,-129,151,252,-445,261,443,124,653,326,-383,-34,300,-622,134,492,-780,533,-4,-559,-535,-836,-606,502,511,487,239,192,786,-837,-226,-554,490,448,590,-758,278,270,62,-386,-625,498,243,-281
-303,-237,-210,-256,-448,534,220,-336,-536,-127,-158,-844,-245,499,329,138,-88,-205,-687,243,-395,-96,-79,378,342,-365,34,106,177,44,648,-519,-573,-109,-344,-453,-579,610,-436,-255,-380,276,-40,-30,945,-112,-387,286,375,-173,155,-115,-504,-120,-509,197,-652,-433,-752,372,317,-735,576,491,50,-159,237,-259,-476,111,-693
621,509,-52,-517,454,-505,557,-238,450,-270,692,-164,-263,-546,-364,411,-269,-97,19,487,260,5,-218,-456,-313,-345,294,339,-280,460,49,-454,-311,732,232,-422,529,40,-308,482,-164,383,155,548,722,-49,215,-445,-390,264,158,-572,-278,-599,551,488,-83,-457,756,-517,377,-140,286,-380,230,253,-286,-721,561,-439,-312
308,-618,323,-118,400,-516,390,-200,176,517,-255,-571,320,177,521,-806,592,363,255,205,494,-240,154,3,-424,761,-193,460,663,190,-371,-68,492,-715,347,-154,-161,-345,766,432,-332,-748,16,640,6,387,-647,-470,563,-201,-1,301,-69,-482,-197,-500,-590,20,530,-29,243,424,-635,376,-568,-573,-429,-562,-416,-300,-75
-639,437,-46,47,119,-263,-244,-320,-209,-79,543,-373,314,134,359,-611,283,-76,-821,-460,694,-469,-230,-107,-761,573,-310,163,534,138,-656,439,741,-859,-690,-161,445,196,314,162,-56,-580,380,313,103,-948,815,-242,-463,63,-431,-912,91,-273,-126,948,-2,-519,-218,435,694,104,-1062,-222,512,-183,170,-513,-599,-346,405
-594,-223,34,-154,-500,238,316,592,-129,-464,271,-857,-532,-643,11,256,-516,-211,294,-70,-448,169,-548,611,268,243,-581,-441,-213,-510,-219,97,-57,58,-342,-165,93,-612,126,-308,-748,-442,371,632,-196,843,232,-222,340,113,42,98,495,-297,-439,-315,18,-121,-183,-732,692,333,-201,-502,46,-300,-261,686,-13,-509,-828
249,21,-394,36,223,-371,52,-422,724,24,-161,-128,572,-657,239,-345,669,199,-223,523,438,630,-193,-228,-599,206,156,-172,-549,-630,347,-534,33,451,-401,239,-364,-335,248,-727,570,704,-225,339,723,227,266,68,-202,-498,-74,-711,165,-538,692,749,527,207,-331,-475,535,395,-116,-540,99,67,-657,-268,94,-434,481
732,-218,-318,-132,843,-232,471,-84,348,399,-69,8,53,238,86,772,313,42,-104,-118,-321,-680,545,707,495,-648,263,109,-879,-263,887,-900,-19,549,474,341,85,717,-451,549,-265,373,848,308,-47,555,148,49,-48,-294,-760,232,-444,40,451,-379,808,281,132,-682,-284,-26,-199,45,-336,442,-565,789,192,-309,664
-79,381,-265,-16,-246,-310,516,-445,219,585,-485,244,-590,526,132,247,342,-307,-625,283,-441,-46,-293,445,397,-374,326,-129,336,-373,-182,287,-152,62,-546,-169,224,119,574,-538,-435,260,726,-649,201,382,146,-305,222,-204,650,-374,-472,-761,-448,-227,-499,-348,104,-554,703,88,-747,-40,436,-700,286,292,45,679,-518
524,610,433,-321,463,99,426,40,413,31,206,350,-541,347,3,-317,530,-534,211,243,599,823,-372,378,468,-317,-433,-267,408,87,-124,599,-341,431,313,366,-112,-478,-321,4,-81,-556,-172,111,452,-527,-454,832,-557,747,-656,-192,-559,575,-112,-178,133,-35,-447,31,-300,-490,315,487,605,684,-264,687,399,-503,-107
393,583,450,13,626,586,-580,-558,625,597,-408,3,-412,-403,-16,-170,599,235,300,-343,-354,-280,152,549,-193,404,519,-269,477,527,-670,20,-67,-390,-166,530,288,165,-549,-469,-309,-492,-20,-401,-390,-473,359,-583,635,783,494,604,-505,-331,425,149,-493,-164,-441,-690,-188,-355,-376,-302,385,-630,458,82,43,-600,1024
271,-218,-498,-369,229,-263,-149,-590,-148,335,-226,-790,-429,-284,379,77,196,540,-425,-196,-509,174,507,-96,218,435,485,-597,-72,-348,681,-397,656,337,-664,-206,-27,-102,-263,-445,-3,-142,-142,525,490,-164,-49,-613,1,504,20,255,202,95,493,-402,-631,-440,4,783,562,-395,-629,-809,603,478,670,-775,216,-776,116
-694,391,172,181,-596,813,-464,-851,843,446,150,488,-482,70,688,-87,514,355,-590,-398,-141,121,330,-66,-220,-22,-489,-726,693,-52,-695,-504,304,-51,-502,-115,-126,-234,-511,-602,560,-283,373,-341,60,-452,645,102,-410,-455,651,-227,-382,-8,-402,-412,11,424,740,724,190,526,-158,661,228,-202,43,-157,-81,-605,-531
-137,145,-35,549,195,-22,171,-44,482,-575,-25,-674,-396,-187,68,-46,559,509,-70,-271,425,-144,-75,689,-253,149,-448,15,179,387,116,420,-396,-440,493,611,-457,-509,-593,115,371,-502,-739,-220,728,-329,294,232,-494,-179,788,-163,187,-871,-142,742,-113,224,130,503,-333,354,335,-92,-595,484,223,-664,468,500,249
-516,-186,-277,536,-673,-49,159,351,-128,-489,113,-792,-500,-139,-514,385,639,-400,469,355,14,-1,-238,326,607,216,-496,-580,512,109,79,-255,-259,397,-614,99,115,152,-204,-676,496,-53,283,-67,518,-748,533,-456,-7,-447,151,-430,417,40,318,-75,-1013,753,-715,632,-429,-150,300,-672,560,-107,670,-854,452,-147,-378
31,-355,-584,542,-522,-508,143,-325,515,615,-240,275,162,-332,300,204,57,436,378,55,68,75,-447,-522,399,-604,-528,-234,-187,583,295,-265,170,-180,291,-424,452,-293,-298,-505,-392,132,588,-529,-181,-437,-139,295,-442,732,314,-297,326,104,-712,-510,-531,-513,-150,-817,-350,158,187,-634,-384,314,-680,-203,-367,527,122
582,154,493,-221,211,275,397,424,-369,-577,415,492,62,23,503,177,-3,-260,398,43,152,35,-153,500,-46,-376,272,274,261,435,-432,-239,70,201,-95,-313,181,-607,-492,-482,-706,-181,-298,-310,-435,-147,61,-98,-452,-693,548,376,-291,717,-331,580,57,-614,283,773,532,-747,225,-754,100,558,-245,-185,665,496,462
-86,27,-141,-198,283,-55,-32,162,594,-190,-705,-177,-145,494,-201,558,190,797,105,270,-420,626,0,-285,-55,-701,568,772,-450,737,-123,116,-520,-507,435,-340,578,-394,28,241,-130,216,387,-593,-697,-242,-644,-408,567,857,-830,-410,233,-587,-35,-208,-375,-494,604,432,-49,-725,5,335,-655,618,-139,-180,-261,478,-602
